STNNo,. A.D.,,FiFD,FuFD,WORK,TYPE,Name of reference
47759,801,PJ,,,,,-
47759,802,PJ,,,,,-
47759,803,PJ,,,,,-
47759,804,PJ,,,,,-
47759,805,PJ,,,,,-
47759,806,PJ,,,,,-
47759,807,PJ,,,,,-
47759,808,PJ,,,,,-
47759,809,PJ,,,,,-
47759,810,PJ,,,,,-
47759,811,PJ,,,,,-
47759,812,PJ,,401,1,2,NIHON-KOKI
47759,813,PJ,,,,,-
47759,814,PJ,,,,,-
47759,815,PJ,,415,1,2,NIHON-KOKI
47759,816,PJ,,,,,-
47759,817,PJ,,,,,-
47759,818,PJ,,,,,-
47759,819,PJ,,,,,-
47759,820,PJ,,,,,-
47759,821,PJ,,,,,-
47759,822,PJ,,,,,-
47759,823,PJ,,,,,-
47759,824,PJ,,,,,-
47759,825,PJ,,,,,-
47759,826,PJ,,,,,-
47759,827,PJ,,,,,-
47759,828,PJ,,,,,-
47759,829,PJ,,,,,-
47759,830,PJ,,,,,-
47759,831,PJ,,406,1,2,NIHON-KOKI
47759,832,PJ,,,,,-
47759,833,PJ,,,,,-
47759,834,PJ,,,,,-
47759,835,PJ,,,,,-
47759,836,PJ,,,,,-
47759,837,PJ,,,,,-
47759,838,PJ,,,,,-
47759,839,PJ,,,,,-
47759,840,PJ,,,,,-
47759,841,PJ,,,,,-
47759,842,PJ,,,,,-
47759,843,PJ,,,,,-
47759,844,PJ,,,,,-
47759,845,PJ,,,,,-
47759,846,PJ,,,,,-
47759,847,PJ,,,,,-
47759,848,PJ,,,,,-
47759,849,PJ,,,,,-
47759,850,PJ,,,,,-
47759,851,PJ,,418,1,2,MONTOKUTENNO-JITSUROKU
47759,852,PJ,,,,,-
47759,853,PJ,,414,1,2,MONTOKUTENNO-JITSUROKU
47759,854,PJ,,,,,-
47759,855,PJ,,,,,-
47759,856,PJ,,,,,-
47759,857,PJ,,,,,-
47759,858,PJ,,,,,-
47759,859,PJ,,,,,-
47759,860,PJ,,,,,-
47759,861,PJ,,,,,-
47759,862,PJ,,,,,-
47759,863,PJ,,,,,-
47759,864,PJ,,409,1,2,NIPPON-SANDAI-JITSUROKU
47759,865,PJ,,,,,-
47759,866,PJ,,416,1,2,NIPPON-SANDAI-JITSUROKU
47759,867,PJ,,,,,-
47759,868,PJ,,,,,-
47759,869,PJ,,405,5,2,KANKE-BUNSOU
47759,870,PJ,,,,,-
47759,871,PJ,,,,,-
47759,872,PJ,,,,,-
47759,873,PJ,,,,,-
47759,874,PJ,,,,,-
47759,875,PJ,,,,,-
47759,876,PJ,,,,,-
47759,877,PJ,,,,,-
47759,878,PJ,,,,,-
47759,879,PJ,,,,,-
47759,880,PJ,,,,,-
47759,881,PJ,,,,,-
47759,882,PJ,,,,,-
47759,883,PJ,,,,,-
47759,884,PJ,,,,,-
47759,885,PJ,,,,,-
47759,886,PJ,,,,,-
47759,887,PJ,,,,,-
47759,888,PJ,,,,,-
47759,889,PJ,,414,5,2,NIPPON-SANDAI-JITSUROKU
47759,890,PJ,,,,,-
47759,891,PJ,,419,5,4,NIHONKIRYAKU
47759,892,PJ,,417,5,3,FUSHIMIIN-GOKIROKKU
47759,893,PJ,,,,,-
47759,894,PJ,,416,5,2,KANKE-BUNSOU
47759,895,PJ,,414,5,4,NIHONKIRYAKU
47759,896,PJ,,413,5,4,NIPPON-SANDAI-JITSUROKU
47759,897,PJ,,,,,-
47759,898,PJ,,,,,-
47759,899,PJ,,,,,-
47759,900,PJ,,,,,-
47759,901,PJ,,,,,-
47759,902,PJ,,412,5,8,EST-from-WF(NIHONGI-RYAKU)
47759,903,PJ,,,,,-
47759,904,PJ,,,,,-
47759,905,PJ,,,,,-
47759,906,PJ,,,,,-
47759,907,PJ,,,,,-
47759,908,PJ,,407,5,8,EST-from-WF(KIMITADA-SHU)
47759,909,PJ,,,,,-
47759,910,PJ,,,,,-
47759,911,PJ,,,,,-
47759,912,PJ,,404,1,2,SHINGISHIKI
47759,913,PJ,,420,5,2,SHUI-WAKASHU
47759,914,PJ,,,,,-
47759,915,PJ,,,,,-
47759,916,PJ,,,,,-
47759,917,PJ,,405,1,2,KINHISHO
47759,918,PJ,,,,,-
47759,919,PJ,,,,,-
47759,920,PJ,,,,,-
47759,921,PJ,,,,,-
47759,922,PJ,,,,,-
47759,923,PJ,,414,5,4,ZOKU-KOKIN-WAKASHU
47759,924,PJ,,,,,-
47759,925,PJ,,,,,-
47759,926,PJ,,408,1,2,NIHONKIRYAKU
47759,927,PJ,,,,,-
47759,928,PJ,,,,,-
47759,929,PJ,,,,,-
47759,930,PJ,,407,5,8,EST-from-WF(SHIRYO-SORAN)
47759,931,PJ,,,,,-
47759,932,PJ,,,,,-
47759,933,PJ,,416,5,8,EST-from-WF(SHIRYO-SORAN)
47759,934,PJ,,,,,-
47759,935,PJ,,,,,-
47759,936,PJ,,,,,-
47759,937,PJ,,,,,-
47759,938,PJ,,,,,-
47759,939,PJ,,,,,-
47759,940,PJ,,,,,-
47759,941,PJ,,419,1,2,NIHONKIRYAKU
47759,942,PJ,,,,,-
47759,943,PJ,,,,,-
47759,944,PJ,,,,,-
47759,945,PJ,,,,,-
47759,946,PJ,,,,,-
47759,947,PJ,,,,,-
47759,948,PJ,,,,,-
47759,949,PJ,,417,1,2,NIHONKIRYAKU
47759,950,PJ,,405,4,2,DAINIHON-SHIRYO
47759,951,PJ,,,,,-
47759,952,PJ,,,,,-
47759,953,PJ,,,,,-
47759,954,PJ,,,,,-
47759,955,PJ,,330,5,4,SHUISHO
47759,956,PJ,,,,,-
47759,957,PJ,,422,1,2,NIHONKIRYAKU
47759,958,PJ,,419,1,2,NIHONKIRYAKU
47759,959,PJ,,407,3,2,KYUREKI
47759,960,PJ,,410,3,2,KYUREKI
47759,961,PJ,,328,1,2,NIHONKIRYAKU
47759,962,PJ,,,,,-
47759,963,PJ,,404,1,2,NIHONKIRYAKU
47759,964,PJ,,,,,-
47759,965,PJ,,414,1,2,NIHONKIRYAKU
47759,966,PJ,,408,1,2,NIHONKIRYAKU
47759,967,PJ,,413,1,2,NIHONKIRYAKU
47759,968,PJ,,,,,-
47759,969,PJ,,408,5,4,NIHONKIRYAKU
47759,970,PJ,,,,,-
47759,971,PJ,,,,,-
47759,972,PJ,,416,5,8,EST-from-WF(SHIRYO-SORAN)
47759,973,PJ,,,,,-
47759,974,PJ,,418,1,2,NIHONKIRYAKU
47759,975,PJ,,411,5,2,NIHONKIRYAKU
47759,976,PJ,,,,,-
47759,977,PJ,,422,2,2,FUSO-RYAKKI
47759,978,PJ,,,,,-
47759,979,PJ,,414,4,3,DAINIHON-SHIRYO
47759,980,PJ,,,,,-
47759,981,PJ,,,,,-
47759,982,PJ,,,,,-
47759,983,PJ,,,,,-
47759,984,PJ,,,,,-
47759,985,PJ,,404,4,2,SHOYUKI
47759,986,PJ,,,,,-
47759,987,PJ,,,,,-
47759,988,PJ,,,,,-
47759,989,PJ,,410,4,2,SHOYUKI
47759,990,PJ,,,,,-
47759,991,PJ,,414,7,1,EIGA-MONOGATARI(MIHATENUYUME)
47759,992,PJ,,,,,-
47759,993,PJ,,,,,-
47759,994,PJ,,,,,-
47759,995,PJ,,,,,-
47759,996,PJ,,,,,-
47759,997,PJ,,,,,-
47759,998,PJ,,,,,-
47759,999,PJ,,,,,-
47759,1000,PJ,,415,3,2,MIDO-KAMPAKUKI
47759,1001,PJ,,,,,-
47759,1002,PJ,,,,,-
47759,1003,PJ,,,,,-
47759,1004,PJ,,426,3,2,MIDO-KAMPAKUKI
47759,1005,PJ,,,,,-
47759,1006,PJ,,410,1,2,NIHONKIRYAKU
47759,1007,PJ,,416,5,4,MIDO-KAMPAKUKI
47759,1008,PJ,,,,,-
47759,1009,PJ,,,,,-
47759,1010,PJ,,,,,-
47759,1011,PJ,,,,,-
47759,1012,PJ,,,,,-
47759,1013,PJ,,,,,-
47759,1014,PJ,,425,5,2,DAI-SAIIN-GYOSHU
47759,1015,PJ,,,,,-
47759,1016,PJ,,420,2,2,MIDO-KAMPAKUKI
47759,1017,PJ,,409,3,2,MIDO-KAMPAKUKI
47759,1018,PJ,,423,2,2,MIDO-KAMPAKUKI
47759,1019,PJ,,408,4,2,SHOYUKI
47759,1020,PJ,,,,,-
47759,1021,PJ,,,,,-
47759,1022,PJ,,,,,-
47759,1023,PJ,,,,,-
47759,1024,PJ,,,,,-
47759,1025,PJ,,,,,-
47759,1026,PJ,,,,,-
47759,1027,PJ,,,,,-
47759,1028,PJ,,,,,-
47759,1029,PJ,,426,1,2,REKIDAI-HENNEN-SHUSEI
47759,1030,PJ,,,,,-
47759,1031,PJ,,407,4,2,SHOYUKI
47759,1032,PJ,,420,5,2,NIHONKIRYAKU
47759,1033,PJ,,412,5,4,NIHONKIRYAKU
47759,1034,PJ,,406,5,8,EST-from-WF(EIGA-MONOGATARI)
47759,1035,PJ,,,,,-
47759,1036,PJ,,413,5,4,NIHONKIRYAKU
47759,1037,PJ,,,,,-
47759,1038,PJ,,,,,-
47759,1039,PJ,,,,,-
47759,1040,PJ,,,,,-
47759,1041,PJ,,413,1,2,FUSO-RYAKKI
47759,1042,PJ,,,,,-
47759,1043,PJ,,,,,-
47759,1044,PJ,,,,,-
47759,1045,PJ,,,,,-
47759,1046,PJ,,413,7,1,EIGA-MONOGATARI(NEAWASE)
47759,1047,PJ,,,,,-
47759,1048,PJ,,421,6,3,IETSUNE-ASON-SHU
47759,1049,PJ,,,,,-
47759,1050,PJ,,415,7,2,EIGA-MONOGATARI(NEAWASE)
47759,1051,PJ,,,,,-
47759,1052,PJ,,,,,-
47759,1053,PJ,,,,,-
47759,1054,PJ,,,,,-
47759,1055,PJ,,,,,-
47759,1056,PJ,,,,,-
47759,1057,PJ,,,,,-
47759,1058,PJ,,,,,-
47759,1059,PJ,,,,,-
47759,1060,PJ,,417,5,4,SHIN-SENZAI-WAKASHU
47759,1061,PJ,,402,6,4,MOROZANE-SHU
47759,1062,PJ,,,,,-
47759,1063,PJ,,,,,-
47759,1064,PJ,,,,,-
47759,1065,PJ,,,,,-
47759,1066,PJ,,415,3,2,SUISAKI
47759,1067,PJ,,,,,-
47759,1068,PJ,,,,,-
47759,1069,PJ,,,,,-
47759,1070,PJ,,,,,-
47759,1071,PJ,,423,7,2,SHUGAKKAIKI
47759,1072,PJ,,,,,-
47759,1073,PJ,,413,7,2,EIGA-MONOGATARI(MATSUNO-SHIDUE)
47759,1074,PJ,,,,,-
47759,1075,PJ,,,,,-
47759,1076,PJ,,,,,-
47759,1077,PJ,,,,,-
47759,1078,PJ,,,,,-
47759,1079,PJ,,,,,-
47759,1080,PJ,,411,3,2,SUISAKI
47759,1081,PJ,,,,,-
47759,1082,PJ,,,,,-
47759,1083,PJ,,406,3,1,GONIJO-MOROMICHIKI
47759,1084,PJ,,429,5,4,ZOKU-GOSEN-WAKASHU
47759,1085,PJ,,,,,-
47759,1086,PJ,,,,,-
47759,1087,PJ,,,,,-
47759,1088,PJ,,413,3,2,GONIJO-MOROMICHIKI
47759,1089,PJ,,,,,-
47759,1090,PJ,,415,3,2,GONIJO-MOROMICHIKI
47759,1091,PJ,,,,,-
47759,1092,PJ,,,,,-
47759,1093,PJ,,415,3,2,GONIJO-MOROMICHIKI
47759,1094,PJ,,,,,-
47759,1095,PJ,,410,5,4,CHUYUKI
47759,1096,PJ,,405,3,2,GONIJO-MOROMICHIKI
47759,1097,PJ,,,,,-
47759,1098,PJ,,410,4,2,CHUYUKI
47759,1099,PJ,,413,3,1,GONIJO-MOROMICHIKI
47759,1100,PJ,,,,,-
47759,1101,PJ,,,,,-
47759,1102,PJ,,414,4,3,CHUYUKI
47759,1103,PJ,,,,,-
47759,1104,PJ,,417,4,2,DENRYAKU
47759,1105,PJ,,424,1,2,CHUYUKI
47759,1106,PJ,,,,,-
47759,1107,PJ,,415,3,2,CHUYUKI
47759,1108,PJ,,,,,-
47759,1109,PJ,,,,,-
47759,1110,PJ,,,,,-
47759,1111,PJ,,423,3,2,EISHOKI
47759,1112,PJ,,413,5,1,CHUYUKI
47759,1113,PJ,,,,,-
47759,1114,PJ,,410,4,2,DENRYAKU
47759,1115,PJ,,,,,-
47759,1116,PJ,,,,,-
47759,1117,PJ,,419,4,2,DENRYAKU
47759,1118,PJ,,412,3,2,MISSHU-KETSUMYAKUSHO
47759,1119,PJ,,,,,-
47759,1120,PJ,,413,3,2,DAIGO-ZOJIKI
47759,1121,PJ,,,,,-
47759,1122,PJ,,,,,-
47759,1123,PJ,,422,3,2,DAIGO-ZOJIKI
47759,1124,PJ,,407,3,2,DAIGO-ZOJIKI
47759,1125,PJ,,421,4,2,DAIGOJI-ZATSUYO
47759,1126,PJ,,418,4,2,DAIGOJI-ZATSUYO
47759,1127,PJ,,417,3,2,DAIGO-ZOJIKI
47759,1128,PJ,,420,3,2,DAIGO-ZOJIKI
47759,1129,PJ,,416,3,2,DAIGO-ZOJIKI
47759,1130,PJ,,413,3,2,DAIGO-ZOJIKI
47759,1131,PJ,,413,4,2,DAIGOJI-ZATSUYO
47759,1132,PJ,,,,,-
47759,1133,PJ,,,,,-
47759,1134,PJ,,416,4,2,DAIGOJI-ZATSUYO
47759,1135,PJ,,,,,-
47759,1136,PJ,,,,,-
47759,1137,PJ,,,,,-
47759,1138,PJ,,,,,-
47759,1139,PJ,,423,4,2,DAIGOJI-ZATSUYO
47759,1140,PJ,,412,3,2,DAIGO-ZOJIKI
47759,1141,PJ,,421,4,2,DAIGOJI-ZATSUYO
47759,1142,PJ,,,,,-
47759,1143,PJ,,420,4,2,DAIGOJI-ZATSUYO
47759,1144,PJ,,,,,-
47759,1145,PJ,,417,5,2,TAIKI
47759,1146,PJ,,,,,-
47759,1147,PJ,,,,,-
47759,1148,PJ,,,,,-
47759,1149,PJ,,,,,-
47759,1150,PJ,,,,,-
47759,1151,PJ,,419,7,8,EST-from-WF(HONCHO-SEIKI)
47759,1152,PJ,,,,,-
47759,1153,PJ,,,,,-
47759,1154,PJ,,406,5,2,TAIKI
47759,1155,PJ,,,,,-
47759,1156,PJ,,330,2,2,
47759,1157,PJ,,,,,-
47759,1158,PJ,,,,,-
47759,1159,PJ,,413,4,2,DAIGOJI-ZATSUYO
47759,1160,PJ,,,,,-
47759,1161,PJ,,422,4,2,DAIGOJI-ZATSUYO
47759,1162,PJ,,,,,-
47759,1163,PJ,,422,4,2,DAIGOJI-ZATSUYO
47759,1164,PJ,,409,4,2,DAIGOJI-ZATSUYO
47759,1165,PJ,,416,4,2,DAIGOJI-ZATSUYO
47759,1166,PJ,,405,4,2,DAIGOJI-ZATSUYO
47759,1167,PJ,,421,4,2,DAIGOJI-ZATSUYO
47759,1168,PJ,,,,,-
47759,1169,PJ,,422,4,2,DAIGOJI-ZATSUYO
47759,1170,PJ,,423,4,2,DAIGOJI-ZATSUYO
47759,1171,PJ,,,,,-
47759,1172,PJ,,412,4,2,DAIGOJI-ZATSUYO
47759,1173,PJ,,427,4,2,DAIGOJI-ZATSUYO
47759,1174,PJ,,422,4,2,DAIGOJI-ZATSUYO
47759,1175,PJ,,423,4,2,DAIGOJI-ZATSUYO
47759,1176,PJ,,422,3,2,TAKAKURAIN-ANGEN-ONGAKI
47759,1177,PJ,,,,,-
47759,1178,PJ,,,,,-
47759,1179,PJ,,413,1,2,SANKAIKI
47759,1180,PJ,,407,5,1,MEIGETSUKI
47759,1181,PJ,,,,,-
47759,1182,PJ,,414,6,4,TSUKIMOUDE-WAKASHU(PART-3)
47759,1183,PJ,,411,4,2,DAIGOJI-ZATSUYO
47759,1184,PJ,,424,5,1,GYOKUYO
47759,1185,PJ,,425,3,2,DAIGO-ZOJIKI
47759,1186,PJ,,,,,-
47759,1187,PJ,,414,4,2,SAKURAE-RUIJU
47759,1188,PJ,,416,3,2,SAKURAE-RUIJU
47759,1189,PJ,,,,,-
47759,1190,PJ,,422,5,4,SHUGYOKU-SHU
47759,1191,PJ,,416,3,2,GYOKUYO
47759,1192,PJ,,,,,-
47759,1193,PJ,,,,,-
47759,1194,PJ,,429,4,2,NAKASUKEOKI
47759,1195,PJ,,,,,-
47759,1196,PJ,,,,,-
47759,1197,PJ,,,,,-
47759,1198,PJ,,,,,-
47759,1199,PJ,,419,4,1,INOKUMA-KAMPAKUKI
47759,1200,PJ,,413,4,1,INOKUMA-KAMPAKUKI
47759,1201,PJ,,406,5,4,INOKUMA-KAMPAKUKI
47759,1202,PJ,,416,5,1,MEIGETSUKI
47759,1203,PJ,,415,3,2,(SHIRYO-SORAN)
47759,1204,PJ,,419,5,2,MEIGETSUKI
47759,1205,PJ,,415,5,2,MEIGETSUKI
47759,1206,PJ,,,,,-
47759,1207,PJ,,414,5,2,MEIGETSUKI
47759,1208,PJ,,,,,-
47759,1209,PJ,,,,,-
47759,1210,PJ,,422,3,2,ASUKAI-SHU
47759,1211,PJ,,,,,-
47759,1212,PJ,,407,5,2,GYOKUSOU
47759,1213,PJ,,417,3,2,SHIKIN-WAKASO
47759,1214,PJ,,412,3,2,(SHIRYO-SORAN)
47759,1215,PJ,,418,5,2,MICHIIEKO-MARINIKKI
47759,1216,PJ,,410,5,4,JUNTOKUIN-GYOSHU
47759,1217,PJ,,,,,-
47759,1218,PJ,,,,,-
47759,1219,PJ,,411,5,4,JUNTOKUIN-GYOSHU
47759,1220,PJ,,418,7,9,EST-from-KJ(NORIMUNE-SHU)
47759,1221,PJ,,409,5,4,SHUI-GUSO
47759,1222,PJ,,,,,-
47759,1223,PJ,,426,5,4,MITSUTSUNE-SHU
47759,1224,PJ,,,,,-
47759,1225,PJ,,415,5,1,MEIGETSUKI
47759,1226,PJ,,416,5,2,MEIGETSUKI
47759,1227,PJ,,421,5,2,MEIGETSUKI
47759,1228,PJ,,,,,-
47759,1229,PJ,,407,5,2,MEIGETSUKI
47759,1230,PJ,,412,1,1,MEIGETSUKI
47759,1231,PJ,,411,4,1,MINKEIKI
47759,1232,PJ,,401,5,1,MINKEIKI
47759,1233,PJ,,415,5,2,MEIGETSUKI
47759,1234,PJ,,,,,-
47759,1235,PJ,,420,5,1,MEIGETSUKI
47759,1236,PJ,,327,7,4,SHIIBA-WAKASHU
47759,1237,PJ,,,,,-
47759,1238,PJ,,,,,-
47759,1239,PJ,,,,,-
47759,1240,PJ,,415,5,2,SAMPOIN-MONJO
47759,1241,PJ,,,,,-
47759,1242,PJ,,,,,-
47759,1243,PJ,,,,,-
47759,1244,PJ,,417,4,2,HEIKOKI
47759,1245,PJ,,418,4,2,HEIKOKI
47759,1246,PJ,,408,5,1,MASUKAGAMI
47759,1247,PJ,,416,1,2,ZOKU-HONCHOTSUKAN
47759,1248,PJ,,,,,-
47759,1249,PJ,,418,3,2,BENN-NO-NAISHI-NIKKI
47759,1250,PJ,,426,3,1,BENN-NO-NAISHI-NIKKI
47759,1251,PJ,,410,3,1,BENN-NO-NAISHI-NIKKI
47759,1252,PJ,,,,,-
47759,1253,PJ,,,,,-
47759,1254,PJ,,420,4,2,SAKURAE-RUIJU
47759,1255,PJ,,,,,-
47759,1256,PJ,,,,,-
47759,1257,PJ,,404,3,2,TSUNETOSHI-KYOKI
47759,1258,PJ,,,,,-
47759,1259,PJ,,406,3,1,MASUKAGAMI
47759,1260,PJ,,,,,-
47759,1261,PJ,,,,,-
47759,1262,PJ,,407,7,9,EST-from-KJ(KUJOKE-REKISEI-KIROKU)
47759,1263,PJ,,430,1,2,ZOKU-HONCHOTSUKAN
47759,1264,PJ,,412,5,2,ZOKU-SHIGUSHO
47759,1265,PJ,,408,6,4,TAMEIE-SHU
47759,1266,PJ,,,,,-
47759,1267,PJ,,415,4,2,MISININ-KAMPAKUKI
47759,1268,PJ,,412,6,4,TAMEIE-SHU
47759,1269,PJ,,410,3,4,ZOKU-SHIGUSHO
47759,1270,PJ,,,,,-
47759,1271,PJ,,410,5,4,DAINAGON-TAMEIE-SHU
47759,1272,PJ,,,,,-
47759,1273,PJ,,,,,-
47759,1274,PJ,,,,,-
47759,1275,PJ,,417,7,3,TOWAZUGATARI
47759,1276,PJ,,,,,-
47759,1277,PJ,,,,,-
47759,1278,PJ,,423,1,2,ZOKU-SHIGUSHO(DAIGO)
47759,1279,PJ,,411,3,2,KANCHUKI
47759,1280,PJ,,411,5,2,HARUNO-MIYAMAJI
47759,1281,PJ,,,,,-
47759,1282,PJ,,,,,-
47759,1283,PJ,,413,3,2,(SHIRYO-SORAN)
47759,1284,PJ,,411,3,1,NAKANOTSUKASA-NIKKI
47759,1285,PJ,,415,1,2,ZOKU-HONCHOTSUKAN
47759,1286,PJ,,422,1,2,ZOKU-SHIGUSHO
47759,1287,PJ,,420,3,2,SANEMI-KYOKI
47759,1288,PJ,,417,3,2,NAKANOTSUKASA-NIKKI
47759,1289,PJ,,417,3,4,NAKANOTSUKASA-NIKKI
47759,1290,PJ,,,,,-
47759,1291,PJ,,,,,-
47759,1292,PJ,,416,4,2,SANEMI-KYOKI
47759,1293,PJ,,,,,-
47759,1294,PJ,,411,3,2,KANCHUKI
47759,1295,PJ,,412,4,2,(DAINIHON-SHIRYO)
47759,1296,PJ,,,,,-
47759,1297,PJ,,,,,-
47759,1298,PJ,,,,,-
47759,1299,PJ,,,,,-
47759,1300,PJ,,,,,-
47759,1301,PJ,,405,4,4,SANEMI-KYOKI
47759,1302,PJ,,406,1,2,ZOKU-SHIGUSHO
47759,1303,PJ,,,,,-
47759,1304,PJ,,,,,-
47759,1305,PJ,,,,,-
47759,1306,PJ,,,,,-
47759,1307,PJ,,414,1,2,ZOKU-SHIGUSHO
47759,1308,PJ,,,,,-
47759,1309,PJ,,,,,-
47759,1310,PJ,,,,,-
47759,1311,PJ,,404,3,2,ENTAIRYAKU
47759,1312,PJ,,409,3,2,HANAZONOTENNO-SHINKI
47759,1313,PJ,,,,,-
47759,1314,PJ,,411,3,2,HANAZONOTENNO-SHINKI
47759,1315,PJ,,421,3,2,ZOKU-SHIGUSHO
47759,1316,PJ,,412,1,2,ZOKU-SHIGUSHO
47759,1317,PJ,,412,2,2,HANAZONOTENNO-SHINKI
47759,1318,PJ,,,,,-
47759,1319,PJ,,426,3,2,HANAZONOTENNO-SHINKI
47759,1320,PJ,,,,,-
47759,1321,PJ,,412,3,2,HANAZONOTENNO-SHINKI
